date,r_log_ca,VaRGARCH_N,VaRGARCH_S,VaReGARCH_N,VaReGARCH_S,VaRgGARCH_N,VaRgGARCH_S,VaRaGARCH_N,VaRaGARCH_S
2020-08-05,0.8922068626011935,3.402654291047809,4.737263795675892,3.4921577620671087,5.065680786379034,3.5433883737313385,4.626642958826005,3.4409165595394393,4.834990038058376
2020-08-06,-0.9820338550317564,3.0041527314343814,4.343797578740648,3.025982210139453,4.530655346751914,3.1609609192305945,4.328070378975011,3.0043268993729626,4.361166567850402
2020-08-07,0.0898269924305708,2.794037137652703,4.104967428564824,2.8980882948517572,4.375349433565121,2.851366963207407,4.032159154386185,2.814502021325523,4.152232431361282
2020-08-10,0.407994959931919,2.7278154349917765,4.012034807217659,2.913301093662727,4.378737267650061,2.9267731339995935,4.090246163830144,2.7753630766573614,4.107812348883951
2020-08-11,2.384625572425565,2.4188089227526564,3.66454525423609,2.4849183143067513,3.840411467581783,2.628806457710254,3.826749806159185,2.4305839036363457,3.6851171815516977
2020-08-12,0.8973127614996581,2.185978894601795,3.3808084864683354,2.260415945850954,3.538312719422395,2.3734095686017396,3.5789173023659093,2.191137665108807,3.376403183257298
2020-08-13,-0.6115306489541742,3.166213431802593,4.47710810901053,3.071596692706641,4.539554717567829,2.3453230016204603,3.387272145208099,3.124096737584205,4.4446576432617455
2020-08-14,-1.5881842050835204,2.9307674208577095,4.249768525925358,2.9390132260832784,4.4129320750824,2.1563391356219,3.1948284649684395,2.914693376599198,4.248743170928717
2020-08-17,0.1813766659999323,2.701939684701958,4.016467366827262,2.7885536582614163,4.244725226093019,2.1621593006502193,3.192776142605013,2.7034034327390284,4.030934166786002
2020-08-18,-0.6837540829126204,2.9974724350606876,4.33228788303069,3.115484072409147,4.640462569038218,2.986523192001445,3.9348294931779377,3.0250244226345404,4.397604363100134
2020-08-19,0.7900954079188138,2.6554233417052377,3.946635537508381,2.685664147084048,4.10023846755196,2.6827745733808297,3.675976014679305,2.6503868458114432,3.9462672132202425
2020-08-20,-1.3347003993276183,2.501310825438439,3.770763301532201,2.6155938552636395,4.0105215670425665,2.6110626456165846,3.6344614584561894,2.5186663805984617,3.802237647821459
2020-08-21,-0.304054261388327,2.35980100911594,3.6177333784309234,2.52987152408427,3.9265251360054343,2.380665787270896,3.427956393078164,2.3922441236444514,3.668596623493355
2020-08-24,2.252873514577828,2.598527315426564,3.8326063512455755,2.788384498448655,4.209659165914474,2.8679684622847765,3.850173106589367,2.6491368503555943,3.929476872980059
2020-08-25,0.0075853981317485,2.350033227710047,3.5381067371578108,2.538328069096999,3.875353407606315,2.6266787933270757,3.6432311300636053,2.38715744283991,3.6090463948426743
2020-08-26,0.7986788698176093,3.1361324532438624,4.440739155342651,3.1821705734695063,4.697711352819048,2.5174147740692745,3.4383839336217594,3.1409984307706518,4.472284850960178
2020-08-27,-0.6450473397064976,2.777570803659648,4.059406001904679,2.7399923730873668,4.149973231185776,2.2752851637562537,3.2313726007366306,2.7474218806609385,4.024476540947676
2020-08-28,-0.2601137365461176,2.589321525738793,3.84926677887264,2.63703527179312,4.021851011996133,2.086917450315041,3.0170853099881745,2.5825026658303893,3.845839941578408
2020-08-31,-1.1199881837252217,2.437766669616737,3.6589262709310595,2.5615342514435135,3.9061167583616347,2.1314183010113794,3.0387922012375133,2.4508310445386634,3.6831186392576223
2020-09-01,-0.1845184472895074,2.2126190951313087,3.399596335427689,2.3411282553371087,3.619376507287987,1.9869520649316108,2.908077401697127,2.2198518232013904,3.403108313927966
2020-09-02,1.8785233718346857,2.369407806655436,3.529389392374758,2.538268010518906,3.83436379626688,2.4333882160993348,3.294958853156495,2.4009928022691267,3.5847108715503997
2020-09-03,-0.4425789303722264,2.1434211065286677,3.2551978234144117,2.290359173453407,3.501157047174347,2.224054269374009,3.1099514158467665,2.160560581389605,3.2800030246603593
2020-09-04,-0.8912745337444133,2.7241213168723477,3.887005948392492,2.796052407286581,4.125635439210314,2.134893556528203,2.9256798191002904,2.731970321250963,3.9173920176169923
2020-09-07,1.7697287596217852,2.490419512284524,3.6439909944040467,2.6046746974268986,3.899914985163956,2.0583324751529046,2.872852819584474,2.5020892742680236,3.669797673430336
2020-09-08,-1.5996805438971566,2.4566219382011547,3.593640440032208,2.641734011993683,3.9372660811319338,2.284039942010839,3.077857826239412,2.4941728063070765,3.662557403401167
2020-09-09,1.386933047819621,2.8437266327198203,4.032264234570884,3.004453941406907,4.401566141373788,2.1744661391194917,2.896354824068721,2.887553591530743,4.119211571469196
2020-09-10,-0.3784642383843863,3.103416631795328,4.3566330892478184,3.286618843349109,4.777989726648295,3.0393255223631885,3.7621803099810895,3.1664979010509744,4.4686833089696005
2020-09-11,0.2030203434092099,3.083607157899283,4.376067467923451,3.323745456895629,4.878228593565709,2.772370787956904,3.535847390507139,3.169127380458508,4.517348543895289
2020-09-14,0.3517693669510413,2.775099162081681,4.048081178287434,3.0028335115275655,4.495280045026381,2.5604148545447103,3.3840067317291496,2.839332925819872,4.154741108207554
2020-09-15,0.3172056853619425,2.472450066380302,3.7096858065137206,2.6069732678702455,4.003329538260969,2.3108650365104535,3.1770146626840936,2.5002896548275135,3.756457203641977
2020-09-16,0.1279732392780695,2.231509107585439,3.440448465118745,2.3430204098745295,3.676836656097321,2.101548163192202,2.997312495918734,2.244358481328372,3.4540610130364016
2020-09-17,-0.6905346473811586,2.026373022600369,3.1935025188345225,2.114203441236444,3.376395113103531,1.9198029796082865,2.837469601614113,2.0267146720444504,3.1776706908776706
